Sprite,Dex#,Species ID,BST,Available to catch?,Name,Form Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,BST,Showdown ID,Sprite URL
=IMAGE(R788),586,SAWSBUCK,475,1,Sawsbuck (Winter Form),Winter Form,Normal,Grass,80,100,70,60,70,95,475,sawsbuck-winter,https://play.pokemonshowdown.com/sprites/gen5/sawsbuck-winter.png
=IMAGE(R789),587,EMOLGA,428,1,Emolga,-,Electric,Flying,55,75,60,75,60,103,428,emolga,https://play.pokemonshowdown.com/sprites/gen5/emolga.png
=IMAGE(R790),588,KARRABLAST,315,1,Karrablast,-,Bug,,50,75,45,40,45,60,315,karrablast,https://play.pokemonshowdown.com/sprites/gen5/karrablast.png
=IMAGE(R791),589,ESCAVALIER,495,1,Escavalier,-,Bug,Steel,70,135,105,60,105,20,495,escavalier,https://play.pokemonshowdown.com/sprites/gen5/escavalier.png
=IMAGE(R792),590,FOONGUS,294,1,Foongus,-,Grass,Poison,69,55,45,55,55,15,294,foongus,https://play.pokemonshowdown.com/sprites/gen5/foongus.png
=IMAGE(R793),591,AMOONGUSS,464,1,Amoonguss,-,Grass,Poison,114,85,70,85,80,30,464,amoonguss,https://play.pokemonshowdown.com/sprites/gen5/amoonguss.png
=IMAGE(R794),592,FRILLISH,335,1,Frillish,-,Water,Ghost,55,40,50,65,85,40,335,frillish,https://play.pokemonshowdown.com/sprites/gen5/frillish.png
=IMAGE(R795),593,JELLICENT,480,1,Jellicent,-,Water,Ghost,100,60,70,85,105,60,480,jellicent,https://play.pokemonshowdown.com/sprites/gen5/jellicent.png
=IMAGE(R796),594,ALOMOMOLA,470,1,Alomomola,-,Water,,165,75,80,40,45,65,470,alomomola,https://play.pokemonshowdown.com/sprites/gen5/alomomola.png
=IMAGE(R797),595,JOLTIK,319,1,Joltik,-,Bug,Electric,50,47,50,57,50,65,319,joltik,https://play.pokemonshowdown.com/sprites/gen5/joltik.png
=IMAGE(R798),596,GALVANTULA,472,1,Galvantula,-,Bug,Electric,70,77,60,97,60,108,472,galvantula,https://play.pokemonshowdown.com/sprites/gen5/galvantula.png
=IMAGE(R799),597,FERROSEED,305,1,Ferroseed,-,Grass,Steel,44,50,91,24,86,10,305,ferroseed,https://play.pokemonshowdown.com/sprites/gen5/ferroseed.png
=IMAGE(R800),598,FERROTHORN,489,1,Ferrothorn,-,Grass,Steel,74,94,131,54,116,20,489,ferrothorn,https://play.pokemonshowdown.com/sprites/gen5/ferrothorn.png
=IMAGE(R801),599,KLINK,300,1,Klink,-,Steel,,40,55,70,45,60,30,300,klink,https://play.pokemonshowdown.com/sprites/gen5/klink.png
=IMAGE(R802),600,KLANG,440,1,Klang,-,Steel,,60,80,95,70,85,50,440,klang,https://play.pokemonshowdown.com/sprites/gen5/klang.png
=IMAGE(R803),601,KLINKLANG,520,1,Klinklang,-,Steel,,60,100,115,70,85,90,520,klinklang,https://play.pokemonshowdown.com/sprites/gen5/klinklang.png
=IMAGE(R804),602,TYNAMO,275,1,Tynamo,-,Electric,,35,55,40,45,40,60,275,tynamo,https://play.pokemonshowdown.com/sprites/gen5/tynamo.png
=IMAGE(R805),603,EELEKTRIK,405,1,Eelektrik,-,Electric,,65,85,70,75,70,40,405,eelektrik,https://play.pokemonshowdown.com/sprites/gen5/eelektrik.png
=IMAGE(R806),604,EELEKTROSS,515,1,Eelektross,-,Electric,,85,115,80,105,80,50,515,eelektross,https://play.pokemonshowdown.com/sprites/gen5/eelektross.png
=IMAGE(R807),604,EELEKTROSS,615,1,Eelektross (Mega Eelektross),Mega Eelektross,Electric,,85,145,80,135,90,80,615,eelektross-mega,https://play.pokemonshowdown.com/sprites/gen5/eelektross-mega.png
=IMAGE(R808),605,ELGYEM,335,1,Elgyem,-,Psychic,,55,55,55,85,55,30,335,elgyem,https://play.pokemonshowdown.com/sprites/gen5/elgyem.png
=IMAGE(R809),606,BEHEEYEM,485,1,Beheeyem,-,Psychic,,75,75,75,125,95,40,485,beheeyem,https://play.pokemonshowdown.com/sprites/gen5/beheeyem.png
=IMAGE(R810),607,LITWICK,275,1,Litwick,-,Ghost,Fire,50,30,55,65,55,20,275,litwick,https://play.pokemonshowdown.com/sprites/gen5/litwick.png
=IMAGE(R811),608,LAMPENT,370,1,Lampent,-,Ghost,Fire,60,40,60,95,60,55,370,lampent,https://play.pokemonshowdown.com/sprites/gen5/lampent.png
=IMAGE(R812),609,CHANDELURE,520,1,Chandelure,-,Ghost,Fire,60,55,90,145,90,80,520,chandelure,https://play.pokemonshowdown.com/sprites/gen5/chandelure.png
=IMAGE(R813),609,CHANDELURE,620,1,Chandelure (Mega Chandelure),Mega Chandelure,Ghost,Fire,60,75,110,175,110,90,620,chandelure-mega,https://play.pokemonshowdown.com/sprites/gen5/chandelure-mega.png
=IMAGE(R814),610,AXEW,320,1,Axew,-,Dragon,,46,87,60,30,40,57,320,axew,https://play.pokemonshowdown.com/sprites/gen5/axew.png
=IMAGE(R815),611,FRAXURE,410,1,Fraxure,-,Dragon,,66,117,70,40,50,67,410,fraxure,https://play.pokemonshowdown.com/sprites/gen5/fraxure.png
=IMAGE(R816),612,HAXORUS,540,1,Haxorus,-,Dragon,,76,147,90,60,70,97,540,haxorus,https://play.pokemonshowdown.com/sprites/gen5/haxorus.png
=IMAGE(R817),613,CUBCHOO,305,1,Cubchoo,-,Ice,,55,70,40,60,40,40,305,cubchoo,https://play.pokemonshowdown.com/sprites/gen5/cubchoo.png
=IMAGE(R818),614,BEARTIC,505,1,Beartic,-,Ice,,95,130,80,70,80,50,505,beartic,https://play.pokemonshowdown.com/sprites/gen5/beartic.png
=IMAGE(R819),615,CRYOGONAL,515,1,Cryogonal,-,Ice,,80,50,50,95,135,105,515,cryogonal,https://play.pokemonshowdown.com/sprites/gen5/cryogonal.png
=IMAGE(R820),616,SHELMET,305,1,Shelmet,-,Bug,,50,40,85,40,65,25,305,shelmet,https://play.pokemonshowdown.com/sprites/gen5/shelmet.png
=IMAGE(R821),617,ACCELGOR,495,1,Accelgor,-,Bug,,80,70,40,100,60,145,495,accelgor,https://play.pokemonshowdown.com/sprites/gen5/accelgor.png
=IMAGE(R822),618,STUNFISK,471,1,Stunfisk,-,Ground,Electric,109,66,84,81,99,32,471,stunfisk,https://play.pokemonshowdown.com/sprites/gen5/stunfisk.png
=IMAGE(R823),618,STUNFISK,471,1,Stunfisk (Galarian),Galarian,Ground,Steel,109,81,99,66,84,32,471,stunfisk-galar,https://play.pokemonshowdown.com/sprites/gen5/stunfisk-galar.png
=IMAGE(R824),619,MIENFOO,350,1,Mienfoo,-,Fighting,,45,85,50,55,50,65,350,mienfoo,https://play.pokemonshowdown.com/sprites/gen5/mienfoo.png
=IMAGE(R825),620,MIENSHAO,510,1,Mienshao,-,Fighting,,65,125,60,95,60,105,510,mienshao,https://play.pokemonshowdown.com/sprites/gen5/mienshao.png
=IMAGE(R826),621,DRUDDIGON,485,1,Druddigon,-,Dragon,,77,120,90,60,90,48,485,druddigon,https://play.pokemonshowdown.com/sprites/gen5/druddigon.png
=IMAGE(R827),622,GOLETT,303,1,Golett,-,Ground,Ghost,59,74,50,35,50,35,303,golett,https://play.pokemonshowdown.com/sprites/gen5/golett.png
=IMAGE(R828),623,GOLURK,483,1,Golurk,-,Ground,Ghost,89,124,80,55,80,55,483,golurk,https://play.pokemonshowdown.com/sprites/gen5/golurk.png
=IMAGE(R829),623,GOLURK,583,1,Golurk (Mega Golurk),Mega Golurk,Ground,Ghost,89,159,105,70,105,55,583,golurk-mega,https://play.pokemonshowdown.com/sprites/gen5/golurk-mega.png
=IMAGE(R830),624,PAWNIARD,340,1,Pawniard,-,Dark,Steel,45,85,70,40,40,60,340,pawniard,https://play.pokemonshowdown.com/sprites/gen5/pawniard.png
=IMAGE(R831),625,BISHARP,490,1,Bisharp,-,Dark,Steel,65,125,100,60,70,70,490,bisharp,https://play.pokemonshowdown.com/sprites/gen5/bisharp.png
=IMAGE(R832),626,BOUFFALANT,490,1,Bouffalant,-,Normal,,95,110,95,40,95,55,490,bouffalant,https://play.pokemonshowdown.com/sprites/gen5/bouffalant.png
=IMAGE(R833),627,RUFFLET,350,1,Rufflet,-,Normal,Flying,70,83,50,37,50,60,350,rufflet,https://play.pokemonshowdown.com/sprites/gen5/rufflet.png
=IMAGE(R834),628,BRAVIARY,510,1,Braviary,-,Normal,Flying,100,123,75,57,75,80,510,braviary,https://play.pokemonshowdown.com/sprites/gen5/braviary.png
=IMAGE(R835),628,BRAVIARY,510,1,Braviary (Hisuian),Hisuian,Psychic,Flying,110,83,70,112,70,65,510,braviary-hisui,https://play.pokemonshowdown.com/sprites/gen5/braviary-hisui.png
=IMAGE(R836),629,VULLABY,370,1,Vullaby,-,Dark,Flying,70,55,75,45,65,60,370,vullaby,https://play.pokemonshowdown.com/sprites/gen5/vullaby.png
=IMAGE(R837),630,MANDIBUZZ,510,1,Mandibuzz,-,Dark,Flying,110,65,105,55,95,80,510,mandibuzz,https://play.pokemonshowdown.com/sprites/gen5/mandibuzz.png
=IMAGE(R838),631,HEATMOR,484,1,Heatmor,-,Fire,,85,97,66,105,66,65,484,heatmor,https://play.pokemonshowdown.com/sprites/gen5/heatmor.png
=IMAGE(R839),632,DURANT,484,1,Durant,-,Bug,Steel,58,109,112,48,48,109,484,durant,https://play.pokemonshowdown.com/sprites/gen5/durant.png
=IMAGE(R840),633,DEINO,300,1,Deino,-,Dark,Dragon,52,65,50,45,50,38,300,deino,https://play.pokemonshowdown.com/sprites/gen5/deino.png
=IMAGE(R841),634,ZWEILOUS,420,1,Zweilous,-,Dark,Dragon,72,85,70,65,70,58,420,zweilous,https://play.pokemonshowdown.com/sprites/gen5/zweilous.png
=IMAGE(R842),635,HYDREIGON,600,1,Hydreigon,-,Dark,Dragon,92,105,90,125,90,98,600,hydreigon,https://play.pokemonshowdown.com/sprites/gen5/hydreigon.png
=IMAGE(R843),636,LARVESTA,360,1,Larvesta,-,Bug,Fire,55,85,55,50,55,60,360,larvesta,https://play.pokemonshowdown.com/sprites/gen5/larvesta.png
=IMAGE(R844),637,VOLCARONA,550,1,Volcarona,-,Bug,Fire,85,60,65,135,105,100,550,volcarona,https://play.pokemonshowdown.com/sprites/gen5/volcarona.png
=IMAGE(R845),638,COBALION,580,1,Cobalion,-,Steel,Fighting,91,90,129,90,72,108,580,cobalion,https://play.pokemonshowdown.com/sprites/gen5/cobalion.png
=IMAGE(R846),639,TERRAKION,580,1,Terrakion,-,Rock,Fighting,91,129,90,72,90,108,580,terrakion,https://play.pokemonshowdown.com/sprites/gen5/terrakion.png
=IMAGE(R847),640,VIRIZION,580,1,Virizion,-,Grass,Fighting,91,90,72,90,129,108,580,virizion,https://play.pokemonshowdown.com/sprites/gen5/virizion.png
=IMAGE(R848),641,TORNADUS,580,1,Tornadus (Incarnate Forme),-,Flying,,79,115,70,125,80,111,580,tornadus,https://play.pokemonshowdown.com/sprites/gen5/tornadus.png
=IMAGE(R849),641,TORNADUS,580,1,Tornadus (Therian Forme),Therian Forme,Flying,,79,100,80,110,90,121,580,tornadus-therian,https://play.pokemonshowdown.com/sprites/gen5/tornadus-therian.png
=IMAGE(R850),642,THUNDURUS,580,1,Thundurus (Incarnate Forme),-,Electric,Flying,79,115,70,125,80,111,580,thundurus,https://play.pokemonshowdown.com/sprites/gen5/thundurus.png
=IMAGE(R851),642,THUNDURUS,580,1,Thundurus (Therian Forme),Therian Forme,Electric,Flying,79,105,70,145,80,101,580,thundurus-therian,https://play.pokemonshowdown.com/sprites/gen5/thundurus-therian.png
=IMAGE(R852),643,RESHIRAM,680,1,Reshiram,-,Dragon,Fire,100,120,100,150,120,90,680,reshiram,https://play.pokemonshowdown.com/sprites/gen5/reshiram.png
=IMAGE(R853),644,ZEKROM,680,1,Zekrom,-,Dragon,Electric,100,150,120,120,100,90,680,zekrom,https://play.pokemonshowdown.com/sprites/gen5/zekrom.png
=IMAGE(R854),645,LANDORUS,600,1,Landorus (Incarnate Forme),-,Ground,Flying,89,125,90,115,80,101,600,landorus,https://play.pokemonshowdown.com/sprites/gen5/landorus.png
=IMAGE(R855),645,LANDORUS,600,1,Landorus (Therian Forme),Therian Forme,Ground,Flying,89,145,90,105,80,91,600,landorus-therian,https://play.pokemonshowdown.com/sprites/gen5/landorus-therian.png
=IMAGE(R856),646,KYUREM,660,1,Kyurem,-,Dragon,Ice,125,130,90,130,90,95,660,kyurem,https://play.pokemonshowdown.com/sprites/gen5/kyurem.png
=IMAGE(R857),646,KYUREM,700,1,Kyurem (White Kyurem),White Kyurem,Dragon,Ice,125,120,90,170,100,95,700,kyurem-white,https://play.pokemonshowdown.com/sprites/gen5/kyurem-white.png
=IMAGE(R858),646,KYUREM,700,1,Kyurem (Black Kyurem),Black Kyurem,Dragon,Ice,125,170,100,120,90,95,700,kyurem-black,https://play.pokemonshowdown.com/sprites/gen5/kyurem-black.png
=IMAGE(R859),646,KYUREM,700,1,Kyurem (Form 3),Form 3,Dragon,Ice,125,120,90,170,100,95,700,kyurem-form3,https://play.pokemonshowdown.com/sprites/gen5/kyurem-form3.png
=IMAGE(R860),646,KYUREM,700,1,Kyurem (Form 4),Form 4,Dragon,Ice,125,170,100,120,90,95,700,kyurem-form4,https://play.pokemonshowdown.com/sprites/gen5/kyurem-form4.png
=IMAGE(R861),647,KELDEO,580,1,Keldeo (Ordinary Form),-,Water,Fighting,91,72,90,129,90,108,580,keldeo,https://play.pokemonshowdown.com/sprites/gen5/keldeo.png
=IMAGE(R862),647,KELDEO,580,1,Keldeo (Resolute Form),Resolute Form,Water,Fighting,91,72,90,129,90,108,580,keldeo-resolute,https://play.pokemonshowdown.com/sprites/gen5/keldeo-resolute.png
=IMAGE(R863),648,MELOETTA,600,1,Meloetta (Aria Forme),-,Normal,Psychic,100,77,77,128,128,90,600,meloetta,https://play.pokemonshowdown.com/sprites/gen5/meloetta.png
=IMAGE(R864),648,MELOETTA,600,1,Meloetta (Pirouette Forme),Pirouette Forme,Normal,Fighting,100,128,90,77,77,128,600,meloetta-pirouette,https://play.pokemonshowdown.com/sprites/gen5/meloetta-pirouette.png
=IMAGE(R865),649,GENESECT,600,1,Genesect (Normal),-,Bug,Steel,71,120,95,120,95,99,600,genesect,https://play.pokemonshowdown.com/sprites/gen5/genesect.png
=IMAGE(R866),649,GENESECT,600,1,Genesect (Shock Drive),Shock Drive,Bug,Steel,71,120,95,120,95,99,600,genesect-shock,https://play.pokemonshowdown.com/sprites/gen5/genesect-shock.png
=IMAGE(R867),649,GENESECT,600,1,Genesect (Burn Drive),Burn Drive,Bug,Steel,71,120,95,120,95,99,600,genesect-burn,https://play.pokemonshowdown.com/sprites/gen5/genesect-burn.png
=IMAGE(R868),649,GENESECT,600,1,Genesect (Chill Drive),Chill Drive,Bug,Steel,71,120,95,120,95,99,600,genesect-chill,https://play.pokemonshowdown.com/sprites/gen5/genesect-chill.png
=IMAGE(R869),649,GENESECT,600,1,Genesect (Douse Drive),Douse Drive,Bug,Steel,71,120,95,120,95,99,600,genesect-douse,https://play.pokemonshowdown.com/sprites/gen5/genesect-douse.png
=IMAGE(R870),650,CHESPIN,313,1,Chespin,-,Grass,,56,61,65,48,45,38,313,chespin,https://play.pokemonshowdown.com/sprites/gen5/chespin.png
=IMAGE(R871),651,QUILLADIN,405,1,Quilladin,-,Grass,,61,78,95,56,58,57,405,quilladin,https://play.pokemonshowdown.com/sprites/gen5/quilladin.png
=IMAGE(R872),652,CHESNAUGHT,530,1,Chesnaught,-,Grass,Fighting,88,107,122,74,75,64,530,chesnaught,https://play.pokemonshowdown.com/sprites/gen5/chesnaught.png
=IMAGE(R873),652,CHESNAUGHT,630,1,Chesnaught (Mega Chesnaught),Mega Chesnaught,Grass,Fighting,88,137,172,74,115,44,630,chesnaught-mega,https://play.pokemonshowdown.com/sprites/gen5/chesnaught-mega.png
=IMAGE(R874),653,FENNEKIN,307,1,Fennekin,-,Fire,,40,45,40,62,60,60,307,fennekin,https://play.pokemonshowdown.com/sprites/gen5/fennekin.png
=IMAGE(R875),654,BRAIXEN,409,1,Braixen,-,Fire,,59,59,58,90,70,73,409,braixen,https://play.pokemonshowdown.com/sprites/gen5/braixen.png
=IMAGE(R876),655,DELPHOX,534,1,Delphox,-,Fire,Psychic,75,69,72,114,100,104,534,delphox,https://play.pokemonshowdown.com/sprites/gen5/delphox.png
=IMAGE(R877),655,DELPHOX,634,1,Delphox (Mega Delphox),Mega Delphox,Fire,Psychic,75,69,72,159,125,134,634,delphox-mega,https://play.pokemonshowdown.com/sprites/gen5/delphox-mega.png
=IMAGE(R878),656,FROAKIE,314,1,Froakie,-,Water,,41,56,40,62,44,71,314,froakie,https://play.pokemonshowdown.com/sprites/gen5/froakie.png
=IMAGE(R879),657,FROGADIER,405,1,Frogadier,-,Water,,54,63,52,83,56,97,405,frogadier,https://play.pokemonshowdown.com/sprites/gen5/frogadier.png
=IMAGE(R880),658,GRENINJA,530,1,Greninja,-,Water,Dark,72,95,67,103,71,122,530,greninja,https://play.pokemonshowdown.com/sprites/gen5/greninja.png
=IMAGE(R881),658,GRENINJA,530,1,Greninja (Form 1),Form 1,Water,Dark,72,95,67,103,71,122,530,greninja-form1,https://play.pokemonshowdown.com/sprites/gen5/greninja-form1.png
=IMAGE(R882),658,GRENINJA,640,1,Greninja (Ash-Greninja),Ash-Greninja,Water,Dark,72,145,67,153,71,132,640,greninja-ash,https://play.pokemonshowdown.com/sprites/gen5/greninja-ash.png
=IMAGE(R883),658,GRENINJA,630,1,Greninja (Mega Greninja),Mega Greninja,Water,Dark,72,125,77,133,81,142,630,greninja-mega,https://play.pokemonshowdown.com/sprites/gen5/greninja-mega.png
=IMAGE(R884),659,BUNNELBY,237,1,Bunnelby,-,Normal,,38,36,38,32,36,57,237,bunnelby,https://play.pokemonshowdown.com/sprites/gen5/bunnelby.png
=IMAGE(R885),660,DIGGERSBY,423,1,Diggersby,-,Normal,Ground,85,56,77,50,77,78,423,diggersby,https://play.pokemonshowdown.com/sprites/gen5/diggersby.png
=IMAGE(R886),661,FLETCHLING,278,1,Fletchling,-,Normal,Flying,45,50,43,40,38,62,278,fletchling,https://play.pokemonshowdown.com/sprites/gen5/fletchling.png
=IMAGE(R887),662,FLETCHINDER,382,1,Fletchinder,-,Fire,Flying,62,73,55,56,52,84,382,fletchinder,https://play.pokemonshowdown.com/sprites/gen5/fletchinder.png
=IMAGE(R888),663,TALONFLAME,499,1,Talonflame,-,Fire,Flying,78,81,71,74,69,126,499,talonflame,https://play.pokemonshowdown.com/sprites/gen5/talonflame.png
=IMAGE(R889),664,SCATTERBUG,200,1,Scatterbug,-,Bug,,38,35,40,27,25,35,200,scatterbug,https://play.pokemonshowdown.com/sprites/gen5/scatterbug.png
=IMAGE(R890),665,SPEWPA,213,1,Spewpa,-,Bug,,45,22,60,27,30,29,213,spewpa,https://play.pokemonshowdown.com/sprites/gen5/spewpa.png
=IMAGE(R891),666,VIVILLON,411,1,Vivillon (Archipelago Pattern),-,Bug,Flying,80,52,50,90,50,89,411,vivillon,https://play.pokemonshowdown.com/sprites/gen5/vivillon.png
=IMAGE(R892),666,VIVILLON,411,1,Vivillon (Continental Pattern),Continental Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-continental,https://play.pokemonshowdown.com/sprites/gen5/vivillon-continental.png
=IMAGE(R893),666,VIVILLON,411,1,Vivillon (Elegant Pattern),Elegant Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-elegant,https://play.pokemonshowdown.com/sprites/gen5/vivillon-elegant.png
=IMAGE(R894),666,VIVILLON,411,1,Vivillon (Garden Pattern),Garden Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-garden,https://play.pokemonshowdown.com/sprites/gen5/vivillon-garden.png
=IMAGE(R895),666,VIVILLON,411,1,Vivillon (High Plains Pattern),High Plains Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-highplains,https://play.pokemonshowdown.com/sprites/gen5/vivillon-highplains.png
=IMAGE(R896),666,VIVILLON,411,1,Vivillon (Icy Snow Pattern),Icy Snow Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-icysnow,https://play.pokemonshowdown.com/sprites/gen5/vivillon-icysnow.png
=IMAGE(R897),666,VIVILLON,411,1,Vivillon (Jungle Pattern),Jungle Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-jungle,https://play.pokemonshowdown.com/sprites/gen5/vivillon-jungle.png
=IMAGE(R898),666,VIVILLON,411,1,Vivillon (Marine Pattern),Marine Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-marine,https://play.pokemonshowdown.com/sprites/gen5/vivillon-marine.png
=IMAGE(R899),666,VIVILLON,411,1,Vivillon (Meadow Pattern),Meadow Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-meadow,https://play.pokemonshowdown.com/sprites/gen5/vivillon-meadow.png
=IMAGE(R900),666,VIVILLON,411,1,Vivillon (Modern Pattern),Modern Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-modern,https://play.pokemonshowdown.com/sprites/gen5/vivillon-modern.png
=IMAGE(R901),666,VIVILLON,411,1,Vivillon (Monsoon Pattern),Monsoon Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-monsoon,https://play.pokemonshowdown.com/sprites/gen5/vivillon-monsoon.png
=IMAGE(R902),666,VIVILLON,411,1,Vivillon (Ocean Pattern),Ocean Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-ocean,https://play.pokemonshowdown.com/sprites/gen5/vivillon-ocean.png
=IMAGE(R903),666,VIVILLON,411,1,Vivillon (Polar Pattern),Polar Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-polar,https://play.pokemonshowdown.com/sprites/gen5/vivillon-polar.png
=IMAGE(R904),666,VIVILLON,411,1,Vivillon (River Pattern),River Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-river,https://play.pokemonshowdown.com/sprites/gen5/vivillon-river.png
=IMAGE(R905),666,VIVILLON,411,1,Vivillon (Sandstorm Pattern),Sandstorm Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-sandstorm,https://play.pokemonshowdown.com/sprites/gen5/vivillon-sandstorm.png
=IMAGE(R906),666,VIVILLON,411,1,Vivillon (Savanna Pattern),Savanna Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-savanna,https://play.pokemonshowdown.com/sprites/gen5/vivillon-savanna.png
=IMAGE(R907),666,VIVILLON,411,1,Vivillon (Sun Pattern),Sun Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-sun,https://play.pokemonshowdown.com/sprites/gen5/vivillon-sun.png
=IMAGE(R908),666,VIVILLON,411,1,Vivillon (Tundra Pattern),Tundra Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-tundra,https://play.pokemonshowdown.com/sprites/gen5/vivillon-tundra.png
=IMAGE(R909),666,VIVILLON,411,1,Vivillon (Fancy Pattern),Fancy Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-fancy,https://play.pokemonshowdown.com/sprites/gen5/vivillon-fancy.png
=IMAGE(R910),666,VIVILLON,411,1,Vivillon (Poké Ball Pattern),Poké Ball Pattern,Bug,Flying,80,52,50,90,50,89,411,vivillon-pokball,https://play.pokemonshowdown.com/sprites/gen5/vivillon-pokball.png
=IMAGE(R911),667,LITLEO,369,1,Litleo,-,Fire,Normal,62,50,58,73,54,72,369,litleo,https://play.pokemonshowdown.com/sprites/gen5/litleo.png
=IMAGE(R912),668,PYROAR,507,1,Pyroar,-,Fire,Normal,86,68,72,109,66,106,507,pyroar,https://play.pokemonshowdown.com/sprites/gen5/pyroar.png
=IMAGE(R913),668,PYROAR,607,1,Pyroar (Mega Pyroar),Mega Pyroar,Fire,Normal,86,88,92,129,86,126,607,pyroar-mega,https://play.pokemonshowdown.com/sprites/gen5/pyroar-mega.png
=IMAGE(R914),669,FLABEBE,303,1,Flabébé (Red Flower),-,Fairy,,44,38,39,61,79,42,303,flabebe,https://play.pokemonshowdown.com/sprites/gen5/flabebe.png
=IMAGE(R915),669,FLABEBE,303,1,Flabébé (Yellow Flower),Yellow Flower,Fairy,,44,38,39,61,79,42,303,flabebe-yellow,https://play.pokemonshowdown.com/sprites/gen5/flabebe-yellow.png
=IMAGE(R916),669,FLABEBE,303,1,Flabébé (Orange Flower),Orange Flower,Fairy,,44,38,39,61,79,42,303,flabebe-orange,https://play.pokemonshowdown.com/sprites/gen5/flabebe-orange.png
=IMAGE(R917),669,FLABEBE,303,1,Flabébé (Blue Flower),Blue Flower,Fairy,,44,38,39,61,79,42,303,flabebe-blue,https://play.pokemonshowdown.com/sprites/gen5/flabebe-blue.png
=IMAGE(R918),669,FLABEBE,303,1,Flabébé (White Flower),White Flower,Fairy,,44,38,39,61,79,42,303,flabebe-white,https://play.pokemonshowdown.com/sprites/gen5/flabebe-white.png
=IMAGE(R919),670,FLOETTE,371,1,Floette (Red Flower),-,Fairy,,54,45,47,75,98,52,371,floette,https://play.pokemonshowdown.com/sprites/gen5/floette.png
=IMAGE(R920),670,FLOETTE,371,1,Floette (Yellow Flower),Yellow Flower,Fairy,,54,45,47,75,98,52,371,floette-yellow,https://play.pokemonshowdown.com/sprites/gen5/floette-yellow.png
=IMAGE(R921),670,FLOETTE,371,1,Floette (Orange Flower),Orange Flower,Fairy,,54,45,47,75,98,52,371,floette-orange,https://play.pokemonshowdown.com/sprites/gen5/floette-orange.png
=IMAGE(R922),670,FLOETTE,371,1,Floette (Blue Flower),Blue Flower,Fairy,,54,45,47,75,98,52,371,floette-blue,https://play.pokemonshowdown.com/sprites/gen5/floette-blue.png
=IMAGE(R923),670,FLOETTE,371,1,Floette (White Flower),White Flower,Fairy,,54,45,47,75,98,52,371,floette-white,https://play.pokemonshowdown.com/sprites/gen5/floette-white.png
=IMAGE(R924),670,FLOETTE,551,1,Floette (Eternal Flower),Eternal Flower,Fairy,,74,65,67,125,128,92,551,floette-eternal,https://play.pokemonshowdown.com/sprites/gen5/floette-eternal.png
=IMAGE(R925),670,FLOETTE,651,1,Floette (Mega Floette),Mega Floette,Fairy,,74,85,87,155,148,102,651,floette-mega,https://play.pokemonshowdown.com/sprites/gen5/floette-mega.png
=IMAGE(R926),671,FLORGES,552,1,Florges (Red Flower),-,Fairy,,78,65,68,112,154,75,552,florges,https://play.pokemonshowdown.com/sprites/gen5/florges.png
=IMAGE(R927),671,FLORGES,552,1,Florges (Yellow Flower),Yellow Flower,Fairy,,78,65,68,112,154,75,552,florges-yellow,https://play.pokemonshowdown.com/sprites/gen5/florges-yellow.png
=IMAGE(R928),671,FLORGES,552,1,Florges (Orange Flower),Orange Flower,Fairy,,78,65,68,112,154,75,552,florges-orange,https://play.pokemonshowdown.com/sprites/gen5/florges-orange.png
=IMAGE(R929),671,FLORGES,552,1,Florges (Blue Flower),Blue Flower,Fairy,,78,65,68,112,154,75,552,florges-blue,https://play.pokemonshowdown.com/sprites/gen5/florges-blue.png
=IMAGE(R930),671,FLORGES,552,1,Florges (White Flower),White Flower,Fairy,,78,65,68,112,154,75,552,florges-white,https://play.pokemonshowdown.com/sprites/gen5/florges-white.png
=IMAGE(R931),672,SKIDDO,350,1,Skiddo,-,Grass,,66,65,48,62,57,52,350,skiddo,https://play.pokemonshowdown.com/sprites/gen5/skiddo.png
=IMAGE(R932),673,GOGOAT,531,1,Gogoat,-,Grass,,123,100,62,97,81,68,531,gogoat,https://play.pokemonshowdown.com/sprites/gen5/gogoat.png
=IMAGE(R933),674,PANCHAM,348,1,Pancham,-,Fighting,,67,82,62,46,48,43,348,pancham,https://play.pokemonshowdown.com/sprites/gen5/pancham.png
